timestamp,load,is_weekday,temp_max_num,temp_min_num,Weather,Season,Oil price,Quarterly gdp,split
2022/4/17 8:00,195,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 8:15,163.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 8:30,183.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 8:45,185.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 9:00,126.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 9:15,112.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 9:30,95.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 9:45,68.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 10:00,243.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 10:15,320.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 10:30,326,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 10:45,229.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 11:00,400.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 11:15,950.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 11:30,1634,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 11:45,3587,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 12:00,4222.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 12:15,4336.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 12:30,4506.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 12:45,4832.1,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 13:00,4350,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 13:15,4556.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 13:30,3887.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 13:45,2823.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 14:00,1812.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 14:15,1187.9,1,27,21,cloudy,spring,9.01,7952.3,history
